"tag","name","townHallLevel","role","clanRank","expLevel","league","trophies","versusTrophies","warStars","legendTrophies","attackWins","defenseWins","donations","donationsReceived","Barbarian","Archer","Giant","Goblin","Wall Breaker","Balloon","Wizard","Healer","Dragon","P.E.K.K.A","Baby Dragon","Miner","Electro Dragon","Yeti","Dragon Rider","Minion","Hog Rider","Valkyrie","Golem","Witch","Lava Hound","Bowler","Ice Golem","Headhunter","Wall Wrecker","Battle Blimp","Stone Slammer","Siege Barracks","Log Launcher","Flame Flinger","L.A.S.S.I","Electro Owl","Mighty Yak","Unicorn","Raged Barbarian","Sneaky Archer","Boxer Giant","Beta Minion","Bomber","Baby Dragon BB","Cannon Cart","Night Witch","Drop Ship","Super P.E.K.K.A","Hog Glider","Lightning Spell","Healing Spell","Rage Spell","Jump Spell","Freeze Spell","Clone Spell","Invisibility Spell","Poison Spell","Earthquake Spell","Haste Spell","Skeleton Spell","Bat Spell","Barbarian King","Archer Queen","Grand Warden","Royal Champion","Battle Machine","Bigger Coffers","Get those Goblins!","Bigger & Better","Nice and Tidy","Gold Grab","Elixir Escapade","Sweet Victory!","Empire Builder","Wall Buster","Humiliator","Union Buster","Conqueror","Unbreakable","Friend in Need","Mortar Mauler","Heroic Heist","X-Bow Exterminator","Firefighter","War Hero","Clan War Wealth","Anti-Artillery","Sharing is caring","Master Engineering","Next Generation Model","Un-Build It","Champion Builder","High Gear","Hidden Treasures","Games Champion","Dragon Slayer","War League Legend","Well Seasoned","Shattered and Scattered","Not So Easy This Time","Bust This!","Superb Work","Siege Sharer","Aggressive Capitalism","Most Valuable Clanmate"
"#LVU288LVU","Mikey",11,"coLeader",1,139,"Champion League III",3401,2435,396,0,8,1,3727,750,8,8,6,7,5,7,7,4,6,6,4,4,2,0,0,3,5,4,5,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,8,12,8,8,8,9,13,4,1,0,0,8,7,5,1,4,1,1,3,2,2,2,1,44,50,20,0,14,12,162,11,1548,296823431,326689666,3461,7,5744,889,4081,1136,32,100135,3687,2407274,1645,668,396,344590843,174,3225,8,1,226,2524,2,1,44400,0,172,47145,0,11,0,2,0,142695,219793
